pairing,game_idx,starter,A_name,B_name,A_symbol,B_symbol,winner_agent,winner_symbol,moves,seconds,sec_per_move
qlearn_vs_mcts@1000,24,B,qlearn,mcts@1000,O,X,B,X,13,1.629897,0.125377
qlearn_vs_mcts@1000,25,A,qlearn,mcts@1000,X,O,B,O,12,1.445356,0.120446
qlearn_vs_mcts@1000,26,B,qlearn,mcts@1000,O,X,B,X,15,1.883926,0.125595
qlearn_vs_mcts@1000,27,A,qlearn,mcts@1000,X,O,B,O,14,1.507260,0.107661
qlearn_vs_mcts@1000,28,B,qlearn,mcts@1000,O,X,B,X,13,1.734340,0.133411
qlearn_vs_mcts@1000,29,A,qlearn,mcts@1000,X,O,B,O,10,1.058648,0.105865
qlearn_vs_mcts@1000,30,B,qlearn,mcts@1000,O,X,B,X,11,1.507256,0.137023
qlearn_vs_mcts@1000,31,A,qlearn,mcts@1000,X,O,B,O,10,1.187878,0.118788
qlearn_vs_mcts@1000,32,B,qlearn,mcts@1000,O,X,B,X,17,1.994662,0.117333
qlearn_vs_mcts@1000,33,A,qlearn,mcts@1000,X,O,B,O,22,2.412308,0.109650
qlearn_vs_mcts@1000,34,B,qlearn,mcts@1000,O,X,B,X,11,1.384109,0.125828
qlearn_vs_mcts@1000,35,A,qlearn,mcts@1000,X,O,B,O,22,2.002252,0.091011
qlearn_vs_mcts@1000,36,B,qlearn,mcts@1000,O,X,B,X,9,1.278895,0.142099
qlearn_vs_mcts@1000,37,A,qlearn,mcts@1000,X,O,B,O,18,1.751824,0.097324
qlearn_vs_mcts@1000,38,B,qlearn,mcts@1000,O,X,B,X,9,1.182549,0.131394
qlearn_vs_mcts@1000,39,A,qlearn,mcts@1000,X,O,B,O,16,1.669828,0.104364
qlearn_vs_mcts@1000,40,B,qlearn,mcts@1000,O,X,B,X,9,1.218958,0.135440
qlearn_vs_mcts@1000,41,A,qlearn,mcts@1000,X,O,B,O,18,1.608783,0.089377
qlearn_vs_mcts@1000,42,B,qlearn,mcts@1000,O,X,B,X,15,1.894312,0.126287
qlearn_vs_mcts@1000,43,A,qlearn,mcts@1000,X,O,B,O,12,1.508624,0.125719
qlearn_vs_mcts@1000,44,B,qlearn,mcts@1000,O,X,B,X,19,2.117167,0.111430
qlearn_vs_mcts@1000,45,A,qlearn,mcts@1000,X,O,B,O,10,1.177190,0.117719
qlearn_vs_mcts@1000,46,B,qlearn,mcts@1000,O,X,B,X,13,1.678765,0.129136
qlearn_vs_mcts@1000,47,A,qlearn,mcts@1000,X,O,B,O,16,1.870722,0.116920
qlearn_vs_mcts@1000,48,B,qlearn,mcts@1000,O,X,B,X,11,1.458901,0.132627
qlearn_vs_mcts@1000,49,A,qlearn,mcts@1000,X,O,B,O,16,2.108425,0.131777
qlearn_vs_mcts@1000,50,B,qlearn,mcts@1000,O,X,B,X,27,2.968834,0.109957
qlearn_vs_mcts@1000,51,A,qlearn,mcts@1000,X,O,B,O,16,1.855716,0.115982
qlearn_vs_mcts@1000,52,B,qlearn,mcts@1000,O,X,B,X,9,1.259983,0.139998
qlearn_vs_mcts@1000,53,A,qlearn,mcts@1000,X,O,B,O,18,1.886300,0.104794
qlearn_vs_mcts@1000,54,B,qlearn,mcts@1000,O,X,B,X,13,1.683482,0.129499
qlearn_vs_mcts@1000,55,A,qlearn,mcts@1000,X,O,B,O,10,1.299279,0.129928
qlearn_vs_mcts@1000,56,B,qlearn,mcts@1000,O,X,B,X,21,2.792427,0.132973
qlearn_vs_mcts@1000,57,A,qlearn,mcts@1000,X,O,B,O,18,1.505147,0.083619
qlearn_vs_mcts@1000,58,B,qlearn,mcts@1000,O,X,B,X,9,1.252300,0.139144
qlearn_vs_mcts@1000,59,A,qlearn,mcts@1000,X,O,B,O,10,1.357553,0.135755
qlearn_vs_mcts@1000,60,B,qlearn,mcts@1000,O,X,B,X,25,3.323505,0.132940
qlearn_vs_mcts@1000,61,A,qlearn,mcts@1000,X,O,B,O,10,1.421849,0.142185
qlearn_vs_mcts@1000,62,B,qlearn,mcts@1000,O,X,B,X,15,2.220182,0.148012
qlearn_vs_mcts@1000,63,A,qlearn,mcts@1000,X,O,B,O,16,1.895583,0.118474
qlearn_vs_mcts@1000,64,B,qlearn,mcts@1000,O,X,B,X,13,1.634776,0.125752
qlearn_vs_mcts@1000,65,A,qlearn,mcts@1000,X,O,B,O,14,1.664905,0.118922
qlearn_vs_mcts@1000,66,B,qlearn,mcts@1000,O,X,B,X,15,1.912002,0.127467
qlearn_vs_mcts@1000,67,A,qlearn,mcts@1000,X,O,B,O,12,1.282398,0.106866
qlearn_vs_mcts@1000,68,B,qlearn,mcts@1000,O,X,B,X,19,2.147656,0.113035
qlearn_vs_mcts@1000,69,A,qlearn,mcts@1000,X,O,B,O,12,1.434540,0.119545
qlearn_vs_mcts@1000,70,B,qlearn,mcts@1000,O,X,B,X,17,1.884491,0.110852
qlearn_vs_mcts@1000,71,A,qlearn,mcts@1000,X,O,B,O,8,0.886766,0.110846
qlearn_vs_mcts@1000,72,B,qlearn,mcts@1000,O,X,B,X,9,1.230116,0.136680
qlearn_vs_mcts@1000,73,A,qlearn,mcts@1000,X,O,B,O,10,1.143018,0.114302
qlearn_vs_mcts@1000,74,B,qlearn,mcts@1000,O,X,B,X,19,1.916845,0.100887
qlearn_vs_mcts@1000,75,A,qlearn,mcts@1000,X,O,B,O,10,1.231193,0.123119
qlearn_vs_mcts@1000,76,B,qlearn,mcts@1000,O,X,B,X,17,1.824527,0.107325
qlearn_vs_mcts@1000,77,A,qlearn,mcts@1000,X,O,B,O,26,2.389629,0.091909
qlearn_vs_mcts@1000,78,B,qlearn,mcts@1000,O,X,B,X,23,2.272679,0.098812
qlearn_vs_mcts@1000,79,A,qlearn,mcts@1000,X,O,B,O,8,0.902987,0.112873
qlearn_vs_mcts@1000,80,B,qlearn,mcts@1000,O,X,B,X,9,1.337657,0.148629
qlearn_vs_mcts@1000,81,A,qlearn,mcts@1000,X,O,B,O,16,2.020726,0.126295
qlearn_vs_mcts@1000,82,B,qlearn,mcts@1000,O,X,B,X,21,2.239752,0.106655
qlearn_vs_mcts@1000,83,A,qlearn,mcts@1000,X,O,B,O,12,1.488653,0.124054
qlearn_vs_mcts@1000,84,B,qlearn,mcts@1000,O,X,B,X,9,1.250358,0.138929
qlearn_vs_mcts@1000,85,A,qlearn,mcts@1000,X,O,B,O,8,0.928187,0.116023
qlearn_vs_mcts@1000,86,B,qlearn,mcts@1000,O,X,B,X,13,1.654615,0.127278
qlearn_vs_mcts@1000,87,A,qlearn,mcts@1000,X,O,B,O,12,1.443096,0.120258
qlearn_vs_mcts@1000,88,B,qlearn,mcts@1000,O,X,B,X,15,1.824478,0.121632
qlearn_vs_mcts@1000,89,A,qlearn,mcts@1000,X,O,B,O,12,1.517401,0.126450
qlearn_vs_mcts@1000,90,B,qlearn,mcts@1000,O,X,B,X,9,1.225627,0.136181
qlearn_vs_mcts@1000,91,A,qlearn,mcts@1000,X,O,B,O,14,1.489358,0.106383
qlearn_vs_mcts@1000,92,B,qlearn,mcts@1000,O,X,B,X,23,2.452115,0.106614
qlearn_vs_mcts@1000,93,A,qlearn,mcts@1000,X,O,B,O,16,2.226642,0.139165
qlearn_vs_mcts@1000,94,B,qlearn,mcts@1000,O,X,B,X,15,1.865038,0.124336
qlearn_vs_mcts@1000,95,A,qlearn,mcts@1000,X,O,B,O,18,2.006504,0.111472
qlearn_vs_mcts@1000,96,B,qlearn,mcts@1000,O,X,B,X,31,3.138766,0.101251
qlearn_vs_mcts@1000,97,A,qlearn,mcts@1000,X,O,B,O,8,0.911487,0.113936
qlearn_vs_mcts@1000,98,B,qlearn,mcts@1000,O,X,B,X,15,1.980620,0.132041
qlearn_vs_mcts@1000,99,A,qlearn,mcts@1000,X,O,B,O,14,1.918096,0.137007
qlearn_vs_mcts@1000,100,B,qlearn,mcts@1000,O,X,B,X,23,2.379154,0.103441
qlearn_vs_mcts@1000,101,A,qlearn,mcts@1000,X,O,B,O,8,0.932648,0.116581
qlearn_vs_mcts@1000,102,B,qlearn,mcts@1000,O,X,B,X,13,1.865457,0.143497
qlearn_vs_mcts@1000,103,A,qlearn,mcts@1000,X,O,B,O,18,2.408277,0.133793
qlearn_vs_mcts@1000,104,B,qlearn,mcts@1000,O,X,B,X,15,2.253554,0.150237
qlearn_vs_mcts@1000,105,A,qlearn,mcts@1000,X,O,B,O,16,1.952615,0.122038
qlearn_vs_mcts@1000,106,B,qlearn,mcts@1000,O,X,B,X,15,2.020247,0.134683
qlearn_vs_mcts@1000,107,A,qlearn,mcts@1000,X,O,B,O,22,2.296420,0.104383
qlearn_vs_mcts@1000,108,B,qlearn,mcts@1000,O,X,B,X,15,1.870741,0.124716
qlearn_vs_mcts@1000,109,A,qlearn,mcts@1000,X,O,B,O,12,1.411165,0.117597
qlearn_vs_mcts@1000,110,B,qlearn,mcts@1000,O,X,B,X,13,1.752683,0.134822
qlearn_vs_mcts@1000,111,A,qlearn,mcts@1000,X,O,B,O,28,2.707123,0.096683
qlearn_vs_mcts@1000,112,B,qlearn,mcts@1000,O,X,B,X,23,2.232360,0.097059
qlearn_vs_mcts@1000,113,A,qlearn,mcts@1000,X,O,B,O,12,1.268248,0.105687
qlearn_vs_mcts@1000,114,B,qlearn,mcts@1000,O,X,B,X,11,1.455103,0.132282
qlearn_vs_mcts@1000,115,A,qlearn,mcts@1000,X,O,B,O,14,1.578921,0.112780
qlearn_vs_mcts@1000,116,B,qlearn,mcts@1000,O,X,B,X,17,1.969177,0.115834
qlearn_vs_mcts@1000,117,A,qlearn,mcts@1000,X,O,B,O,12,1.425638,0.118803
qlearn_vs_mcts@1000,118,B,qlearn,mcts@1000,O,X,B,X,15,1.825435,0.121696
qlearn_vs_mcts@1000,119,A,qlearn,mcts@1000,X,O,B,O,14,1.675777,0.119698
qlearn_vs_mcts@1000,120,B,qlearn,mcts@1000,O,X,B,X,9,1.210801,0.134533
qlearn_vs_mcts@1000,121,A,qlearn,mcts@1000,X,O,B,O,10,1.208318,0.120832
qlearn_vs_mcts@1000,122,B,qlearn,mcts@1000,O,X,B,X,15,1.840910,0.122727
qlearn_vs_mcts@1000,123,A,qlearn,mcts@1000,X,O,B,O,10,1.262315,0.126231
qlearn_vs_mcts@1000,124,B,qlearn,mcts@1000,O,X,B,X,13,1.638979,0.126075
qlearn_vs_mcts@1000,125,A,qlearn,mcts@1000,X,O,B,O,10,1.238445,0.123845
qlearn_vs_mcts@1000,126,B,qlearn,mcts@1000,O,X,B,X,13,1.687333,0.129795
qlearn_vs_mcts@1000,127,A,qlearn,mcts@1000,X,O,B,O,16,1.903249,0.118953
qlearn_vs_mcts@1000,128,B,qlearn,mcts@1000,O,X,B,X,21,2.563919,0.122091
qlearn_vs_mcts@1000,129,A,qlearn,mcts@1000,X,O,B,O,14,1.482707,0.105908
qlearn_vs_mcts@1000,130,B,qlearn,mcts@1000,O,X,B,X,13,1.663782,0.127983
qlearn_vs_mcts@1000,131,A,qlearn,mcts@1000,X,O,B,O,14,1.662459,0.118747
qlearn_vs_mcts@1000,132,B,qlearn,mcts@1000,O,X,B,X,9,1.250732,0.138970
qlearn_vs_mcts@1000,133,A,qlearn,mcts@1000,X,O,B,O,22,2.391762,0.108716
qlearn_vs_mcts@1000,134,B,qlearn,mcts@1000,O,X,B,X,11,1.805980,0.164180
qlearn_vs_mcts@1000,135,A,qlearn,mcts@1000,X,O,B,O,10,1.369854,0.136985
qlearn_vs_mcts@1000,136,B,qlearn,mcts@1000,O,X,B,X,7,1.084266,0.154895
qlearn_vs_mcts@1000,137,A,qlearn,mcts@1000,X,O,B,O,28,2.838387,0.101371
qlearn_vs_mcts@1000,138,B,qlearn,mcts@1000,O,X,B,X,21,2.100694,0.100033
qlearn_vs_mcts@1000,139,A,qlearn,mcts@1000,X,O,B,O,16,1.990428,0.124402
qlearn_vs_mcts@1000,140,B,qlearn,mcts@1000,O,X,B,X,19,2.587935,0.136207
qlearn_vs_mcts@1000,141,A,qlearn,mcts@1000,X,O,B,O,18,1.847317,0.102629
qlearn_vs_mcts@1000,142,B,qlearn,mcts@1000,O,X,B,X,23,2.292981,0.099695
qlearn_vs_mcts@1000,143,A,qlearn,mcts@1000,X,O,B,O,24,2.820828,0.117535
qlearn_vs_mcts@1000,144,B,qlearn,mcts@1000,O,X,B,X,11,1.757357,0.159760
